// METGen - The Synthesized METAR Generator
// Copyright (C) 2025 FiendishDrWu
//
// This program is free software: you can redistribute it and/or modify
// it under the terms of the GNU Affero General Public License as published
// by the Free Software Foundation, either version 3 of the License, or
// (at your option) any later version.
//
// This program is distributed in the hope that it will be useful,
// but WITHOUT ANY WARRANTY; without even the implied warranty of
// MERCHANTABILITY or FITNESS FOR A PARTICULAR PURPOSE.  See the
// GNU Affero General Public License for more details.
//
// You should have received a copy of the GNU Affero General Public License
// along with this program.  If not, see <https://www.gnu.org/licenses/>.
//
ICAO,Latitude,Longitude
SNQG,-6.846111,-43.078056
SNQU,-13.031667,-41.444444
SNQV,-18.749444,-44.458056
SNQX,-4.978889,-38.987778
SNRD,-17.296944,-39.271944
SNRM,-9.580000,-42.115833
SNRP,-19.212500,-46.240556
SNRU,-8.284444,-36.010833
SNRV,-6.876111,-49.458611
SNRX,-7.346389,-46.627500
SNRZ,-20.714444,-44.865278
SNSE,-9.757500,-41.855000
SNSG,-8.046667,-39.133889
SNSI,-18.198611,-42.466111
SNSM,-0.696389,-47.336667
SNSO,-18.611111,-43.423889
SNSP,-8.710556,-45.020833
SNSS,-16.208333,-42.321944
SNST,-12.097222,-41.640556
SNSU,-12.948056,-58.587222
SNSW,-0.697778,-48.519444
SNTB,-14.773611,-45.561111
SNTF,-17.524444,-39.668333
SNTG,-11.275278,-45.237778
SNTI,-1.868056,-55.514444
SNTO,-17.890833,-41.515000
SNTQ,-10.721667,-43.653611
SNTR,-11.738056,-40.569722
SNTS,-7.037778,-37.257500
SNTV,-12.519444,-46.151111
SNUA,-25.391667,-54.410000
SNUB,-21.120000,-42.883611
SNUC,-5.595000,-36.960833
SNUH,-20.438889,-45.992222
SNUI,-16.851944,-42.046111
SNUN,-16.353889,-46.926944
SNUT,-12.105556,-41.074444
SNVB,-13.296389,-38.992500
SNVC,-20.745000,-42.841389
SNVD,-13.404722,-44.223056
SNVI,-21.789167,-45.268056
SNVS,-1.636389,-50.443333
SNWC,-2.895833,-40.858889
SNWE,-7.046389,-34.912778
SNWP,-13.913611,-57.479444
SNWS,-5.211111,-40.704167
SNWX,-20.848056,-54.093333
SNWZ,-9.381667,-50.567778
SNXB,-21.917500,-44.969444
SNXG,-6.774722,-49.361389
SNXQ,-10.834167,-42.683333
SNXT,-17.181389,-56.021944
SNXX,-5.381944,-35.530833
SNYA,-1.479167,-52.578056
SNYB,-19.001389,-49.487222
SNYE,-2.477500,-45.105000
SNYS,-18.222778,-45.995556
SNYT,-13.828611,-41.302222
SNYU,-19.717222,-50.220278
SNYV,-2.119722,-48.645833
SNYY,-24.262500,-52.792222
SNZA,-22.288889,-45.919444
SNZK,-15.023333,-44.043333
SNZL,-22.947500,-49.761111
SNZN,-23.837778,-55.184722
SNZR,-17.242778,-46.883056
SNZW,-13.731667,-39.140556
SOCA,4.819722,-52.361944
SOGS,4.283889,-54.380556
SOOA,3.656897,-54.037394
SOOC,3.172778,-52.334444
SOOG,3.893333,-51.805556
SOOM,5.485000,-54.033611
SOOR,4.314722,-52.131667
SOOS,3.615000,-53.203611
SPAB,-5.256770133972168,-79.44290161132812
SPAC,-4.607222,-77.940556
SPAL,-5.067778,-80.147489
SPAR,-11.683333,-69.333333
SPAS,-2.796108,-76.466597
SPAT,-8.833330154418945,-74.68329620361328
SPAY,-10.728611,-73.766111
SPBB,-6.019,-76.988
SPBC,-3.933333,-70.500000
SPBL,-10.029556,-73.943375
SPBR,-11.41160011291504,-69.48870086669922
SPBT,-10.754167,-74.221694
SPCH,-8.195444,-76.528667
SPCL,-8.377942,-74.574300
SPDN,-5.137125,-72.867889
SPDO,-17.044117,-71.984575
SPDR,-3.805500,-75.039903
SPEE,-2.451111,-72.667778
SPEN,-10.183333,-75.150000
SPEO,-9.151167,-78.523833
SPEP,-9.770278,-70.709167
SPEQ,-17.180000,-70.931472
SPGB,-4.031667,-77.750278
SPGL,-7.797417,-77.651431
SPGM,-9.289667,-76.005056
SPGP,-0.119167,-75.247778
SPHI,-6.787478,-79.828100
SPHO,-13.154836,-74.204417
SPHY,-13.708819,-73.351556
SPHZ,-9.360492,-77.594019
SPID,-3.742250,-73.260333
SPIL,-13.266667,-70.683333
SPIM,-12.0219,-77.114305
SPIN,-10.980556,-69.562500
SPIR,-12.967303,-71.429122
SPIY,-14.806389,-71.431944
SPJA,-6.067792,-77.159806
SPJC,-12.021389,-77.120533
SPJE,-5.591389,-78.771389
SPJI,-7.169722,-76.729167
SPJJ,-11.783389,-75.473361
SPJL,-15.466858,-70.157883
SPJN,-15.350000,-75.150000
SPJR,-7.139222,-78.489528
SPKI,-12.648633,-73.036597
SPLH,-14.035181,-75.760283
SPLN,-6.392222,-77.501389
SPLO,-17.695028,-71.343931
SPLP,-12.160125,-76.998778
SPLX,-12.389000,-76.758094
SPME,-3.552264,-80.381069
SPMF,-11.325517,-74.535828
SPMR,-11.9833,-77.0
SPMS,-5.893611,-76.118056
SPNC,-9.878681,-76.204569
SPNM,-11.542358,-73.142344
SPNU,-12.289278,-70.890167
SPOA,-6.96003,-76.7684
SPOL,-11.92870044708252,-77.06109619140625
SPON,-6.896667,-75.153056
SPOR,-15.314889,-72.352000
SPOV,-11.900000,-69.166667
SPPB,-9.541111,-72.754444
SPPH,-7.201069,-75.294042
SPPN,-8.343722,-76.489347
SPPY,-6.201944,-77.856111
SPQN,-5.078500,-73.856250
SPQT,-3.784739,-73.308806
SPQU,-16.340578,-71.570803
SPRF,-14.282194,-70.379694
SPRM,-11.108333,-75.333333
SPRU,-8.081708,-79.108647
SPSE,-11.142222,-73.034167
SPSO,-13.744800,-76.220411
SPST,-6.508750,-76.373250
SPSY,-11.898,-69.0625
SPTE,-12.533333,-73.800000
SPTN,-18.053289,-70.275822
SPTO,-8.127278,-77.988181
SPTP,-4.55,-81.224
SPTU,-12.613831,-69.228678
SPUC,-7.666667,-78.083333
SPUR,-5.205750,-80.616389
SPVI,-10.848792,-76.246836
SPVN,-13.678194,-73.927083
SPWB,-4.086797,-81.025583
SPWT,-11.854942,-72.939336
SPYL,-4.576611,-81.254058
SPYO,-7.416425,-79.570217
SPZA,-14.854139,-74.961772
SPZO,-13.535722,-71.938781
SQUJ,5.725858,-72.100583
SS34,-14.639864,-42.706858
SS46,-14.023764,-55.542236
SSAB,-23.762778,-50.263056
SSAC,-12.593611,-55.696944
SSAD,-18.763056,-52.926111
SSAE,-32.229167,-53.055833
SSAF,-25.369722,-54.470556
SSAI,-14.104858,-46.798547
SSAK,-28.658611,-53.611389
SSAN,-23.027222,-50.226944
SSAP,-23.612222,-51.385000
SSAQ,-28.250556,-52.516667
SSAY,-20.486111,-54.483333
SSBB,-17.376111,-45.950000
SSBC,-20.726111,-51.588611
SSBG,-29.147500,-51.540833
SSBJ,-11.560556,-45.552222
SSBL,-26.831667,-49.093611
SSBN,-30.189167,-51.182500
SSBQ,-10.150278,-52.286389
SSBR,-23.072778,-50.423056
SSBV,-22.081667,-56.537778
SSBY,-20.099142,-56.793928
SSBZ,-22.771003,-41.963272
SSCA,-18.734722,-52.605000
SSCB,-21.788056,-47.055556
SSCD,-18.839167,-52.488056
SSCE,-6.011667,-35.290556
SSCF,-25.426111,-49.523889
SSCI,-18.481389,-54.715833
SSCK,-27.180556,-52.051111
SSCL,-19.146944,-51.676389
SSCN,-29.370556,-50.832222
SSCP,-23.152500,-50.602500
SSCQ,-29.899722,-54.945833
SSCR,-24.512778,-54.054722
SSCT,-23.691667,-52.642222
SSCV,-17.650556,-39.254444
SSCW,-13.405556,-57.151111
SSDK,-20.075833,-44.728333
SSDL,-8.008889,-45.349722
SSDO,-22.2019,-54.926601
SSDP,-14.463494,-60.175064
SSDS,-12.432222,-56.196111
SSEC,-18.363611,-48.871389
SSEE,-29.453333,-51.934167
SSEP,-30.182222,-53.579444
SSER,-27.663333,-52.271944
SSEW,-23.145556,-48.309722
SSEX,-19.968889,-56.311667
SSEZ,-28.738056,-52.855556
SSFB,-26.058889,-53.063333
SSFE,-25.460833,-54.598333
SSFK,-19.906111,-57.779444
SSFL,-7.100000,-40.628333
SSFM,-8.023889,-44.892222
SSFV,-17.486667,-44.958889
SSFW,-13.157222,-41.507222
SSFZ,-15.594722,-46.603333
SSGA,-29.268333,-51.532222
SSGB,-25.880556,-48.612222
SSGD,-14.115556,-45.838889
SSGF,-20.197222,-53.223611
SSGG,-25.388333,-51.523611
SSGR,-17.784167,-50.591389
SSGW,-24.219722,-53.043889
SSGY,-24.079722,-54.188056
SSHE,-13.905833,-60.323056
SSHF,-10.678611,-45.833333
SSHH,-25.604167938232425,-54.49361038208008
SSHN,-23.245556,-51.876111
SSHS,-25.613056182861328,-54.39805603027344
SSHZ,-27.638333,-54.338889
SSIC,-22.306667,-54.824444
SSIE,-20.603889,-54.595278
SSIJ,-28.368611,-53.846389
SSIM,-28.725833,-49.424722
SSIQ,-29.171944,-56.538333
SSIR,-28.604167,-53.078611
SSIY,-9.345556,-55.884722
SSJA,-27.171389,-51.553333
SSJI,-21.492778,-56.152500
SSJK,-29.153056,-53.743333
SSJM,-18.851389,-52.497222
SSJQ,-12.806667,-51.874167
SSJU,-15.280556,-54.426667
SSKG,-20.505556,-54.524722
SSKJ,-6.154444,-38.196944
SSKK,-29.763611,-50.036944
SSKM,-24.002500,-52.356944
SSKS,-30.002222,-52.940278
SSKT,-27.611944,-48.673333
SSKU,-27.287222,-50.603889
SSKW,-11.495556,-61.450833
SSKZ,-28.321667,-52.816667
SSLG,-28.376389,-55.037500
SSLK,-20.406111,-44.997500
SSLL,-9.621389,-65.770278
SSLM,-16.548889,-48.941667
SSLN,-27.159722,-49.542778
SSLS,-12.271389,-40.530556
SSLT,-29.812500,-55.893333
SSLW,-18.807778,-52.600278
SSMF,-17.158611,-56.614722
SSMJ,-21.633889,-55.145000
SSMR,-24.529444,-51.651667
SSMT,-31.101111,-50.908056
SSMY,-25.392778,-54.268333
SSNB,-23.034167,-54.177778
SSND,-11.164722,-52.824167
SSNG,-29.719722,-51.488889
SSNH,-29.699167,-51.081944
SSNN,-14.440833,-54.767222
SSNP,-28.803889,-51.602222
SSNQ,-21.184444,-55.831111
SSOE,-26.781111,-53.503333
SSOG,-23.352778,-51.491667
SSOI,-22.307222,-48.773056
SSOK,-23.214722,-51.184444
SSOL,-21.240556,-44.964167
SSOS,-29.902222,-50.249167
SSOT,-16.350000,-45.342222
SSOU,-10.185556,-59.457778
SSOW,-27.347500,-53.403333
SSPA,-11.963333,-49.038056
SSPB,-26.2172,-52.6945
SSPG,-25.540278,-48.531111
SSPI,-23.090000,-52.488611
SSPL,-27.901667,-53.330000
SSPM,-21.712778,-57.879167
SSPN,-19.651111,-51.199444
SSPP,-17.266667,-51.218333
SSPR,-7.838333,-44.340556
SSPS,-26.472222,-51.975556
SSPT,-24.343333,-53.828611
SSPW,-18.105278,-53.152500
SSQC,-23.674722,-49.815556
SSQO,-17.652778,-42.265278
SSQP,-10.465278,-39.286111
SSQR,-21.386111,-53.598056
SSQT,-24.807500,-49.960278
SSQZ,-12.106389,-45.895000
SSRA,-9.446389,-70.482778
SSRE,-25.801111,-53.513056
SSRF,-12.767778,-39.444722
SSRG,-24.531667,-47.840278
SSRK,-9.513611,-42.995833
SSRS,-2.756667,-42.803333
SSRU,-31.384722,-52.032500
SSRW,-23.203056,-48.104722
SSRZ,-30.277500,-54.925278
SSSA,-21.995278,-56.239722
SSSB,-28.654722,-56.034722
SSSC,-29.684167,-52.412222
SSSD,-28.863333,-52.540556
SSSG,-30.345000,-54.267778
SSSI,-7.868056,-45.014722
SSSK,-4.505833,-43.923611
SSSS,-26.221111,-48.564444
SSST,-29.215000,-54.841667
SSSZ,-23.061944,-51.013889
SSTB,-26.135278,-50.310556
SSTE,-29.415000,-49.810000
SSTJ,-27.348611,-49.820556
SSTL,-20.754199981689,-51.684200286865
SSUI,-7.096944,-48.760278
SSUM,-23.799167,-53.313889
SSUR,-11.564869,-52.257381
SSUS,-18.413056,-52.895556
SSUT,-14.776389,-57.188333
SSUV,-26.231944,-51.067500
SSVC,-20.063333,-56.161667
SSVI,-26.999722,-51.141389
SSVL,-24.316389,-50.652222
SSVM,-14.698997,-45.829697
SSVN,-28.935556,-51.567778
SSVP,-33.5022,-53.3442
SSVV,-21.294443,-56.11861
SSWI,-13.311389,-55.901389
SSWN,-11.540556,-51.724444
SSWS,-30.549722,-53.458056
SSWT,-21.283889,-56.120556
SSXD,-27.980556,-52.864444
SSXH,-14.255278,-41.817500
SSXO,-23.290556,-52.129167
SSXX,-26.875000,-52.372778
SSXY,-7.942778,-44.383611
SSYA,-24.1039,-49.7891
SSYB,-20.017778,-50.892500
SSYD,-19.198889,-47.727778
SSYK,-23.623889,-48.492778
SSYT,-27.14249992370605,-53.68579864501953
SSYV,-18.679722,-52.901667
SSYW,-18.266389,-54.778611
SSYY,-18.952500,-53.154722
SSZD,-8.774167,-63.733889
SSZG,-19.261944,-52.900278
SSZH,-23.645556,-54.714167
SSZL,-21.441667,-52.157500
SSZQ,-22.038889,-56.269444
SSZR,-27.908889,-54.522222
SSZT,-22.789444,-49.339167
SSZW,-25.1847,-50.1441
SUAA,-34.789167,-56.264722
SUAG,-30.399167,-56.510833
SUBU,-30.3333,-57.0833
SUCA,-34.451389,-57.766944
SUCM,-33.966111,-58.325278
SUDU,-33.356389,-56.496111
SUGA,-34.748333,-55.958333
SULS,-34.857500,-55.098056
SUME,-33.248611,-58.072778
SUMO,-32.342500,-54.221944
SUMU,-34.833889,-56.028056
SUPE,-34.913056,-54.919167
SUPU,-32.364167,-58.062222
SURB,-32.583056,-53.454167
SURV,-30.969444,-55.473333
SUSO,-31.434722,-57.984167
SUTB,-31.750278,-55.923889
SUTR,-33.195000,-54.347222
SUVO,-31.739167,-54.587778
SVAC,9.553333,-69.237222
SVAJ,8.801111,-65.339722
SVAN,9.429444,-64.470556
SVAO,9.850000,-66.383333
SVAT,4.05104017258,-67.6996994019
SVBA,10.001389,-71.083889
SVBC,10.111111,-64.692222
SVBI,8.615000,-70.214167
SVBL,10.183056,-67.556944
SVBM,10.042222,-69.360556
SVBQ,9.200000,-69.750000
SVBS,10.250556,-67.653056
SVCB,8.122222,-63.536667
SVCD,7.616667,-66.166667
SVCG,8.75814,-72.5363
SVCJ,9.647500,-68.574444
SVCL,8.924722,-67.416944
SVCN,6.231944,-62.854722
SVCO,10.175556,-70.065000
SVCP,10.660000,-63.261389
SVCR,11.414722,-69.681667
SVCS,10.286917,-66.816106
SVCU,10.449167,-64.132222
SVCZ,9.372650146484377,-66.92279815673828
SVDP,4.730000,-60.965000
SVED,6.715000,-61.639167
SVEN,9.100000,-72.591667
SVES,7.933333,-68.700000
SVEW,9.111667,-72.270000
SVEY,7.466667,-68.450000
SVEZ,7.059167,-69.496389
SVFM,10.485000,-66.843611
SVFT,7.099999904632568,-69.58333587646484
SVGA,6.835278,-63.350556
SVGC,9.033333,-65.650000
SVGD,7.210833,-70.756389
SVGI,10.573889,-62.312500
SVGT,7.478333,-61.907222
SVGU,9.026944,-69.755278
SVHG,10.462222,-66.092778
SVIB,11.820556,-64.586389
SVIC,4.337500,-61.738889
SVIE,10.794444,-63.981667
SVJC,11.781050,-70.149742
SVJI,4.533333,-61.650000
SVJJ,9.650000,-68.983333
SVJM,9.906389,-67.379444
SVKA,5.633333,-61.783333
SVKG,9.776667,-72.486111
SVKM,5.75,-62.416
SVLB,10.481667,-68.465000
SVLE,3.171944,-65.540556
SVLF,8.238889,-72.270833
SVLO,11.808889,-66.179167
SVMA,7.421944,-65.184722
SVMC,10.558431,-71.728819
SVMD,8.582222,-71.161111
SVMG,10.912500,-63.966389
SVMI,10.601194,-66.991222
SVMO,2.726389,-67.545833
SVMP,10.133056,-66.787778
SVMT,9.748889,-63.153333
SVMX,8.828056,-63.095000
SVNX,7.316667,-69.200000
SVON,10.330000,-71.322500
SVPA,5.620000,-67.606111
SVPC,10.480278,-68.072778
SVPE,9.978611,-62.231111
SVPM,7.801111,-72.200556
SVPR,8.288333,-62.760278
SVPT,7.566667,-70.183333
SVPX,4.566667,-61.483333
SVQU,6.966667,-67.216667
SVRI,7.466667,-65.566667
SVRS,11.945833,-66.670278
SVSA,7.840556,-72.439722
SVSB,7.802778,-71.165833
SVSE,4.554722,-61.145000
SVSJ,8.916666984558105,-71.93333435058594
SVSM,9.702222,-63.625278
SVSN,8.744167,-69.913611
SVSO,7.565000,-72.035000
SVSP,10.278611,-68.755000
SVSR,7.883056,-67.443611
SVST,8.945000,-64.150833
SVSZ,8.974167,-71.943056
SVTC,9.088889,-62.094167
SVTH,7.138333,-69.775000
SVTM,7.248889,-61.528889
SVTN,9.270556,-69.113333
SVTO,7.757500,-63.082500
SVTR,9.016667,-62.733333
SVUE,5.312778,-66.049722
SVUM,5.333333,-62.766667
SVUP,7.978889,-62.328611
SVUQ,4.983611,-61.729722
SVUY,5.666667,-61.766667
SVVA,10.150000,-67.923000
SVVG,8.623611,-71.675000
SVVL,9.340556,-70.584167
SVVP,9.222222,-65.993611
SVVQ,10.242500,-70.501667
SVWB,7.500000,-63.400000
SVWX,2.0,-74.1333
SVYP,7.750000,-64.716667
SVYU,5.600000,-66.116667
SVZA,3.953611,-67.097778
SW2I,-14.365722,-50.414028
SWAD,-18.261389,-49.597222
SWAX,-10.748889,-45.845278
SWBA,-18.125556,-49.042778
SWBC,-0.981111,-62.919444
SWBE,-4.042778,-40.893889
SWBG,-15.193333,-59.385278
SWBH,-20.156111,-55.545556
SWBQ,-18.463333,-40.175833
SWBR,-4.406111,-59.602500
SWBS,-11.657561,-61.775994
SWBV,4.002778,-64.495556
SWCA,-4.871389,-66.897500
SWCB,-13.006944,-46.710833
SWCI,-14.225000,-46.548333
SWCQ,-12.420556,-64.251667
SWCR,-10.352500,-45.564722
SWCZ,-15.343889,-49.604444
SWDD,-16.204167,-55.398333
SWDI,-23.447778,-48.867500
SWDM,-14.376697,-56.400511
SWDN,-11.595278,-46.847778
SWDT,-16.438889,-49.199444
SWEA,-13.451111,-60.270278
SWEC,-15.8994,-52.2411
SWEE,-4.523333,-71.560556
SWEI,-6.639444,-69.879722
SWEJ,-10.182778,-48.545278
SWEK,-13.577500,-52.268056
SWEP,-22.804444,-50.982778
SWFE,-13.314443588256836,-56.11277770996094
SWFL,-10.093889,-50.382778
SWFN,-3.072778,-60.021111
SWFO,-10.966111,-46.268056
SWFR,-15.556111,-47.344722
SWFV,-20.722500,-45.864444
SWFX,-11.632500,-50.689444
SWFZ,-11.561111,-47.146111
SWGI,-11.739444,-49.133333
SWGJ,-12.712222,-44.590556
SWGN,-7.228333,-48.240833
SWGO,-15.343056,-49.135833
SWGV,-12.801944,-52.607778
SWHG,-17.883889,-50.567222
SWHL,-15.274167,-55.121111
SWHP,-14.019722,-52.151944
SWHT,-7.534722,-63.072222
SWIA,-3.482222,-66.057500
SWIB,-10.862778,-54.914167
SWIE,-14.098467,-46.141411
SWIH,-14.901667,-52.734722
SWII,-2.940278,-69.694167
SWIN,-14.243061,-57.995311
SWIQ,-13.549167,-48.195556
SWIT,-25.484444,-54.441389
SWIW,-15.417222,-48.633889
SWIY,-11.573333,-50.668333
SWIZ,-21.296667,-54.479167
SWJI,-8.145394,-45.203294
SWJN,-11.419444,-58.710000
SWJP,-1.403889,-69.423611
SWJU,-11.543611,-49.492778
SWJV,-5.126944,-72.809722
SWJW,-17.830000,-51.775278
SWJX,-13.603333,-53.544167
SWKC,-16.042500,-57.630000
SWKO,-4.134167,-63.132500
SWKQ,-9.083333,-42.644722
SWKT,-18.216944,-47.899444
SWKU,1.120556,-66.841667
SWLA,-11.882222,-58.633889
SWLB,-7.278889,-64.769444
SWLC,-17.834722,-50.956111
SWLR,-16.451667,-48.398056
SWLV,-15.851111,-56.087778
SWLY,-20.881111,-51.356389
SWLZ,-17.451944,-47.250000
SWME,-17.551389,-52.556667
SWMJ,-12.355000,-56.296944
SWMK,0.628153,-66.115178
SWML,-6.801389,-56.490833
SWMW,-3.371944,-57.724722
SWNA,-5.117500,-60.364444
SWNB,-12.068333,-45.711389
SWNE,-17.884444,-39.366667
SWNH,-14.933056,-51.048333
SWNK,-8.834722,-67.312500
SWNN,-12.779444,-56.480278
SWNQ,-14.436389,-48.491944
SWNS,-16.362500,-48.928056
SWNZ,-11.926667,-51.601389
SWOB,-2.532500,-66.083333
SWOG,-13.764211,-56.955569
SWOL,-15.096111,-52.400000
SWON,-26.561389,-48.696111
SWOZ,-15.310556,-54.899167
SWPA,-13.121944,-55.069722
SWPB,-12.418611,-64.418889
SWPC,0.265833,-69.794444
SWPE,-10.131389,-55.586111
SWPG,-11.540000,-57.378056
SWPH,-15.226111,-52.130000
SWPI,-2.673611,-56.777500
SWPK,-16.271667,-56.651111
SWPL,-12.199167,-53.383056
SWPM,-11.641389,-61.178889
SWPN,-17.324722,-55.528889
SWPQ,-10.8611,-51.685
SWPR,-17.318889,-48.335278
SWPY,-15.562500,-54.330556
SWPZ,-14.118056,-46.345278
SWQT,-9.8644437789917,-58.229167938232
SWRA,-13.0252,-46.8841
SWRD,-16.586,-54.7248
SWRI,-12.157222,-52.272500
SWRL,-12.977222,-61.049167
SWRO,-8.794167,-63.857500
SWRP,-8.863611,-57.420556
SWRZ,-14.353333,-56.713889
SWSF,-15.223889,-60.216667
SWSG,-13.604444,-59.317222
SWSI,-11.885000228881836,-55.58610916137695
SWSJ,-13.741625,-58.885122
SWSN,-9.116,-68.6108
SWSQ,1.700278,-69.389444
SWST,-10.4647216796875,-50.51861190795898
SWSZ,-9.773611,-58.062778
SWTC,-21.071944,-52.104444
SWTG,-20.847222,-50.788056
SWTO,-10.173889,-48.932778
SWTP,-0.378611,-64.993056
SWTQ,-17.768889,-48.761667
SWTS,-14.661944,-57.443889
SWTU,-13.464881,-58.866450
SWTY,-12.435000,-46.400278
SWUA,-13.333889,-50.205833
SWUC,-13.515000,-57.892500
SWUD,-20.445833,-44.813056
SWUJ,-19.347500,-46.104167
SWUQ,2.835278,-63.646944
SWUV,-7.502500,-44.203333
SWUY,-4.88422012329,-65.3554000854
SWUZ,-16.261667,-47.968611
SWVB,-15.015278,-59.967222
SWVC,-9.981111,-51.140556
SWVJ,-13.663888931274414,-56.002220153808594
SWVW,-20.536111,-45.604722
SWWA,-13.404444,-49.157222
SWWM,-18.771944,-40.948611
SWWR,-7.231111,-45.881944
SWWU,-14.544722,-49.091111
SWXG,-17.232500,-51.650278
SWXM,-10.170000,-54.953889
SWXN,-17.247222,-51.270556
SWXO,-7.131667,-52.727222
SWXQ,-21.662778,-49.731111
SWXV,-14.697778,-52.347222
SWYN,-7.172222,-59.838889
SWYQ,-9.284444,-51.751667
SWYW,-16.830833,-53.833611
SWZG,-16.022222,-58.894444
SWZX,-13.094167,-42.552500
SYAH,2.472756,-59.321575
SYAN,3.959092,-59.124603
SYAP,4.015156,-58.603842
SYAW,2.647503,-59.194444
SYBR,7.37012,-60.488
SYBT,6.358864,-58.655207
SYCJ,6.498333,-58.254822
SYEB,5.568283,-57.778478
SYEC,6.805911,-58.107606
SYGO,6.80628,-58.1059
SYIB,5.704378,-60.298500
SYIW,4.662667,-58.691000
SYKA,5.177258,-59.489025
SYKK,4.714094,-59.911275
SYKM,5.863825,-60.617108
SYKR,3.751589,-59.310158
SYKS,4.03333,-59.5333
SYKT,4.651400,-59.828792
SYKZ,5.2684,-58.995
SYLD,5.966017,-58.270469
SYLP,2.394772,-59.440825
SYLT,3.368533,-59.796550
SYMB,8.199999809265137,-59.78329849243164
SYMD,5.277156,-59.151550
SYMK,4.89817,-59.817
SYMM,4.48333,-59.6833
SYMP,3.000000,-59.633333
SYMR,7.48811,-60.1848
SYOR,4.726631,-60.033922
SYPK,7.742550,-59.881775
SYPR,5.81545,-61.0554
SYSC,2.9913,-59.51
SYYS,7.368889,-59.746667
TA12,30.099397,-95.861031
TA20,26.479500,-98.383019
TA24,31.471903,-98.701686
TA25,32.431722,-98.594750
TA27,32.731944,-95.266806
TA28,26.555086,-97.823294
TA34,28.766919,-100.082842
TA35,32.200478,-97.842350
TA37,32.427681,-95.711389
TA51,32.680411,-97.937261
TA54,31.814697,-100.911814
TA56,28.056653,-98.142042
TA60,30.736753,-97.974478
TA66,29.715272,-98.859161
TA68,30.642019,-97.520036
TA77,30.429783,-95.336617
TA85,29.566358,-98.059989
TA90,32.379356,-97.815486
TA95,35.915389,-102.407103
TAPA,17.136111,-61.793889
TAPB,17.621081,-61.798253
TAPH,17.635799,-61.828602
TBPB,13.074722,-59.492222
TDCF,15.337500,-61.392222
TDPD,15.546564,-61.301442
TE05,36.385067,-100.560714
TE25,29.601894,-100.317250
TE26,28.777911,-98.343714
TE27,28.254442,-99.599211
TE29,28.069750,-99.568758
TE37,30.269083,-100.450922
TE39,33.442272,-97.272378
TE44,33.242250,-96.288667
TE58,28.445133,-98.039403
TE73,29.855969,-94.353192
TE78,29.568700,-99.974508
TE83,28.920800,-99.756150
TE85,30.342386,-95.661678
TE86,29.444444,-98.113889
TE89,27.279619,-98.967492
TFFA,16.296944,-61.084444
TFFB,16.013333,-61.742222
TFFC,16.257778,-61.262500
TFFF,14.592222,-60.996389
TFFG,18.100556,-63.048889
TFFJ,17.904444,-62.843889
TFFM,15.868611,-61.272222
TFFR,16.264167,-61.525833
TFFS,15.864444,-61.580556
TGPY,12.004247,-61.786192
TGPZ,12.476944,-61.472222
TIST,18.337306,-64.973333
TISX,17.701536,-64.801983
TJAB,18.450903,-66.675450
TJBQ,18.494861,-67.129444
TJCG,18.1158008575,-65.4226989746
TJCP,18.312950,-65.303881
TJFA,18.308900833129883,-65.66190338134766
TJIG,18.456778,-66.098472
TJMZ,18.255686,-67.148472
TJNR,18.245,-65.643
TJPS,18.008781,-66.564522
TJRV,18.245111,-65.643425
TJSJ,18.439400,-66.002133
TJVQ,18.134811,-65.493617
TKPK,17.311181,-62.718686
TKPN,17.205556,-62.590000
TLPC,14.020000,-60.993056
TLPL,13.733372,-60.952800
TN20,35.812281,-83.774642
TN24,35.325517,-87.756692
TN31,36.169428,-85.507483
TN41,36.317500,-82.578611
TN44,36.346667,-84.012222
TN45,35.451067,-85.314181
TN46,36.297342,-88.309586
TN47,36.019608,-83.391572
TN54,36.170278,-82.556250
TN68,36.168244,-85.887144
TN72,36.076058,-87.792858
TN75,36.231322,-83.620736
TN81,36.464672,-87.635539
TN87,35.689947,-83.994081
TN93,36.580633,-87.269389
TN95,36.237222,-89.485556
TN99,35.136528,-89.654722
TNCA,12.501383,-70.015231
TNCB,12.130808,-68.267419
TNCC,12.188914,-68.959692
TNCE,17.496219,-62.979869
TNCM,18.040928,-63.108958
TNCS,17.645269,-63.220344
TQPF,18.204800,-63.053853
TRPG,16.791339,-62.193397
TRPM,33.587,-80.209
TS04,29.835767,-100.978147
TS05,28.150389,-97.381175
TS07,29.986217,-95.685664
TS15,29.893536,-104.261067
TS20,33.650697,-97.432119
TS21,33.084833,-101.114833
TS22,33.136989,-101.466267
TS36,30.219556,-99.140833
TS41,29.600833,-99.520911
TS44,29.842447,-96.025608
TS47,29.216156,-98.121022
TS65,31.358497,-100.610342
TS70,31.987400,-96.216936
TS75,30.317636,-95.857986
TS76,30.252097,-98.594744
TS80,28.375131,-100.006311
TS90,29.585081,-99.554050
TS95,31.643611,-100.969528
TT02,10.019919,139.789750
TT12,32.272461,-97.693389
TT16,32.936733,-98.397447
TT18,29.948019,-96.372061
TT19,30.157617,-94.709894
TT21,33.289083,-97.671042
TT29,33.534153,-95.694928
TT31,28.539281,-98.800697
TT37,32.851275,-94.210647
TT40,33.075708,-98.799336
TT41,30.697575,-95.481389
TT44,33.665144,-95.611258
TT46,30.804717,-96.431231
TT48,35.993442,-83.299908
TT50,34.051014,-99.588683
